actor_name,event_time,new_bid,new_budget,new_value,object_id,old_bid,old_budget,old_value
Eric Huang,2018-11-22 00:50:09,,1621,,23843180433000316,,1326,
Eric Huang,2018-11-22 00:40:06,,1326,,23843180433000316,,1031,
Eric Huang,2018-11-22 00:30:08,,1031,,23843180433000316,,736,
Eric Huang,2018-11-22 00:20:06,,736,,23843180433000316,,441,
Eric Huang,2018-11-22 00:10:06,,441,,23843180433000316,,495,
Eric Huang,2018-11-22 00:10:05,,888,,23843180433040316,,919,
Eric Huang,2018-11-21 23:10:07,,495,,23843180433000316,,317,
Eric Huang,2018-11-21 23:10:07,,919,,23843180433040316,,751,
Eric Huang,2018-11-21 22:10:13,,317,,23843180433000316,,275,
Eric Huang,2018-11-21 22:10:11,,751,,23843180433040316,,704,
Eric Huang,2018-11-21 21:10:09,,704,,23843180433040316,,676,
Eric Huang,2018-11-21 21:10:08,,275,,23843180433000316,,246,
Eric Huang,2018-11-21 20:10:09,,246,,23843180433000316,,253,
Eric Huang,2018-11-21 20:10:08,,676,,23843180433040316,,674,
Eric Huang,2018-11-21 19:10:07,,253,,23843180433000316,,146,
Eric Huang,2018-11-21 19:10:08,,674,,23843180433040316,,573,
Eric Huang,2018-11-21 19:10:08,6,,,23843180433040316,5,,
Eric Huang,2018-11-21 19:10:07,6,,,23843180433000316,3,,
Facebook,2018-11-21 16:00:30,,,Active,23843176728600316,,,Inactive
Facebook,2018-11-21 15:31:26,,,Inactive,23843176728600316,,,Active
Eric Huang,2018-11-20 16:05:06,,,Active,23843180432940316,,,Inactive
Facebook,2018-11-20 16:00:46,,,Active,23843176728600316,,,Inactive
Eric Huang,2018-11-20 07:31:03,,,Inactive,23843180432940316,,,Active
Facebook,2018-11-20 07:30:28,,,Inactive,23843176728600316,,,Active
Facebook,2018-11-19 16:01:55,,,Active,23843176728600316,,,Inactive
Facebook,2018-11-19 08:09:40,,,Inactive,23843176728600316,,,Active
Facebook,2018-11-18 16:01:13,,,Active,23843176728600316,,,Inactive
Facebook,2018-11-18 10:00:24,,,Inactive,23843176728600316,,,Active
Facebook,2018-11-17 16:01:16,,,Active,23843176728600316,,,Inactive
Facebook,2018-11-17 12:30:32,,,Inactive,23843176728600316,,,Active
Facebook,2018-11-16 16:00:33,,,Active,23843176728600316,,,Inactive
Facebook,2018-11-16 14:00:43,,,Inactive,23843176728600316,,,Active
Eric Huang,2018-11-16 10:10:09,,1300,,23843180433060316,,100,
Eric Huang,2018-11-16 10:10:09,,1584,,23843180433040316,,777,
Eric Huang,2018-11-16 10:10:08,,2724,,23843180433000316,,1743,
Eric Huang,2018-11-16 10:10:06,,1543,,23843180433010316,,728,
Eric Huang,2018-11-16 10:10:09,12,,,23843180433060316,6,,
Eric Huang,2018-11-16 10:10:09,12,,,23843180433040316,6,,
Eric Huang,2018-11-16 10:10:08,12,,,23843180433000316,9,,
Eric Huang,2018-11-16 10:10:07,12,,,23843180433020316,8,,
Eric Huang,2018-11-16 10:10:06,12,,,23843180433010316,5,,
Eric Huang,2018-11-16 09:10:06,,777,,23843180433040316,,1358,
Eric Huang,2018-11-16 09:10:06,,1743,,23843180433000316,,2103,
Eric Huang,2018-11-16 09:10:06,,728,,23843180433010316,,897,
Eric Huang,2018-11-16 08:50:05,11,,,23843180432970316,12,,
Eric Huang,2018-11-16 08:10:08,,897,,23843180433010316,,688,
Eric Huang,2018-11-16 08:10:07,,2103,,23843180433000316,,903,
Eric Huang,2018-11-16 08:10:06,,1358,,23843180433040316,,679,
Eric Huang,2018-11-16 07:50:07,,100,,23843180433060316,,10000,
Eric Huang,2018-11-16 07:10:08,,688,,23843180433010316,,717,
Eric Huang,2018-11-16 07:10:07,,903,,23843180433000316,,1478,
Eric Huang,2018-11-16 07:10:06,,679,,23843180433040316,,678,
Eric Huang,2018-11-16 07:10:09,6,,,23843180433060316,2,,
Eric Huang,2018-11-16 06:10:06,,717,,23843180433010316,,455,
Eric Huang,2018-11-16 06:10:05,,1478,,23843180433000316,,791,
Eric Huang,2018-11-16 06:10:05,,678,,23843180433040316,,580,
Eric Huang,2018-11-16 06:10:07,2,,,23843180433060316,4,,
Eric Huang,2018-11-16 05:10:05,,580,,23843180433040316,,790,
Eric Huang,2018-11-16 05:10:05,,455,,23843180433010316,,705,
Eric Huang,2018-11-16 05:10:07,,791,,23843180433000316,,1669,
Eric Huang,2018-11-16 05:10:07,4,,,23843180433060316,3,,
Eric Huang,2018-11-16 04:30:07,,100,,23843180433070316,,1776287744,
Eric Huang,2018-11-16 04:10:09,,1669,,23843180433000316,,494,
Eric Huang,2018-11-16 04:10:06,,1776287744,,23843180433070316,,177,
Eric Huang,2018-11-16 04:10:06,,790,,23843180433040316,,592,
Eric Huang,2018-11-16 04:10:05,,705,,23843180433010316,,363,
Eric Huang,2018-11-16 04:10:08,3,,,23843180433060316,7,,
蘇俊霖,2018-11-16 04:08:42,,177,,23843180433070316,,1776287744,
Eric Huang,2018-11-16 03:10:07,,494,,23843180433000316,,1515,
Eric Huang,2018-11-16 03:10:06,,592,,23843180433040316,,693,
Eric Huang,2018-11-16 03:10:05,,363,,23843180433010316,,591,
Eric Huang,2018-11-16 03:10:06,7,,,23843180433060316,3,,
Eric Huang,2018-11-16 02:10:06,,1776287744,,23843180433070316,,100,
Eric Huang,2018-11-16 02:10:07,,1515,,23843180433000316,,499,
Eric Huang,2018-11-16 02:10:07,,693,,23843180433040316,,361,
Eric Huang,2018-11-16 02:10:25,,591,,23843180433010316,,334,
Eric Huang,2018-11-16 02:10:06,3,,,23843180433060316,6,,
Eric Huang,2018-11-16 01:40:05,12,,,23843180433030316,8,,
Eric Huang,2018-11-16 01:10:08,,361,,23843180433040316,,445,
Eric Huang,2018-11-16 01:10:07,,499,,23843180433000316,,495,
Eric Huang,2018-11-16 01:10:06,,334,,23843180433010316,,393,
Eric Huang,2018-11-16 01:10:08,6,,,23843180433060316,8,,
Eric Huang,2018-11-16 00:50:10,,10000,,23843180432970316,,1776287744,
Eric Huang,2018-11-16 00:10:05,,495,,23843180433000316,,921,
Eric Huang,2018-11-16 00:10:05,,445,,23843180433040316,,541,
Eric Huang,2018-11-16 00:10:04,,393,,23843180433010316,,410,
Eric Huang,2018-11-16 00:10:05,8,,,23843180433060316,4,,
Eric Huang,2018-11-15 23:10:05,,410,,23843180433010316,,271,
Eric Huang,2018-11-15 23:10:07,,541,,23843180433040316,,290,
Eric Huang,2018-11-15 23:10:05,,10000,,23843180433060316,,1776287744,
Eric Huang,2018-11-15 23:10:07,,921,,23843180433000316,,351,
Eric Huang,2018-11-15 23:10:05,4,,,23843180433060316,12,,
Eric Huang,2018-11-15 22:10:13,,351,,23843180433000316,,299,
Eric Huang,2018-11-15 22:10:12,,290,,23843180433040316,,242,
Eric Huang,2018-11-15 22:10:11,,1776287744,,23843180433060316,,10000,
Eric Huang,2018-11-15 22:10:09,,271,,23843180433010316,,218,
Eric Huang,2018-11-15 22:10:11,12,,,23843180433060316,5,,
Eric Huang,2018-11-15 21:10:08,,299,,23843180433000316,,260,
Eric Huang,2018-11-15 21:10:08,,242,,23843180433040316,,224,
Eric Huang,2018-11-15 21:10:06,,218,,23843180433010316,,205,
Eric Huang,2018-11-15 21:10:07,5,,,23843180433060316,9,,
Eric Huang,2018-11-15 20:10:05,,205,,23843180433010316,,244,
Eric Huang,2018-11-15 20:10:06,,224,,23843180433040316,,283,
Eric Huang,2018-11-15 20:10:06,,260,,23843180433000316,,383,
Eric Huang,2018-11-15 20:10:05,9,,,23843180433060316,4,,
Eric Huang,2018-11-15 19:10:07,,1776287744,,23843180432970316,,100,
Eric Huang,2018-11-15 19:10:07,,383,,23843180433000316,,775,
Eric Huang,2018-11-15 19:10:07,,283,,23843180433040316,,632,
Eric Huang,2018-11-15 19:10:06,,10000,,23843180433020316,,34178,
Eric Huang,2018-11-15 19:10:06,,244,,23843180433010316,,165,
Eric Huang,2018-11-15 19:10:06,,10000,,23843180433060316,,543,
Eric Huang,2018-11-15 19:10:05,,10000,,23843180433030316,,255717,
Eric Huang,2018-11-15 19:10:06,5,,,23843180433010316,3,,
Eric Huang,2018-11-15 19:10:06,4,,,23843180433060316,3,,
Eric Huang,2018-11-15 16:05:04,,,Active,23843180432940316,,,Inactive
Facebook,2018-11-15 16:01:04,,,Active,23843176728600316,,,Inactive
Eric Huang,2018-11-15 16:00:13,,165,,23843180433010316,,161,
Eric Huang,2018-11-15 16:00:11,,543,,23843180433060316,,530,
Eric Huang,2018-11-15 15:10:08,3,,,23843180433060316,4,,
Eric Huang,2018-11-15 14:10:06,3,,,23843180433010316,1,,
Eric Huang,2018-11-15 14:10:06,4,,,23843180433060316,1,,
Facebook,2018-11-15 13:30:17,,,Inactive,23843176728600316,,,Active
Eric Huang,2018-11-15 13:10:10,1,,,23843180433060316,2,,
Eric Huang,2018-11-15 12:10:09,1,,,23843180433010316,5,,
Eric Huang,2018-11-15 12:10:18,2,,,23843180433060316,6,,
Eric Huang,2018-11-15 11:40:07,,530,,23843180433060316,,528,
Eric Huang,2018-11-15 11:40:07,,161,,23843180433010316,,160,
Eric Huang,2018-11-15 11:30:10,6,,,23843180433060316,4,,
Eric Huang,2018-11-15 11:30:09,5,,,23843180433010316,4,,
Eric Huang,2018-11-15 10:40:16,,160,,23843180433010316,,152,
Eric Huang,2018-11-15 10:40:06,,528,,23843180433060316,,503,
Eric Huang,2018-11-15 10:10:09,4,,,23843180433060316,5,,
Eric Huang,2018-11-15 10:10:08,4,,,23843180433010316,3,,
Eric Huang,2018-11-15 09:30:08,,503,,23843180433060316,,100,
Eric Huang,2018-11-15 09:30:06,,152,,23843180433010316,,521,
Eric Huang,2018-11-15 09:30:06,3,,,23843180433010316,5,,
Eric Huang,2018-11-15 09:10:06,,34178,,23843180433020316,,34677,
Eric Huang,2018-11-15 09:10:04,,255717,,23843180433030316,,255764,
Eric Huang,2018-11-15 09:10:07,,775,,23843180433000316,,2000,
Eric Huang,2018-11-15 09:10:06,,521,,23843180433010316,,859,
Eric Huang,2018-11-15 09:10:07,,632,,23843180433040316,,1120,
Eric Huang,2018-11-15 09:10:10,5,,,23843180433060316,3,,
Eric Huang,2018-11-15 09:00:07,,2000,,23843180433000316,,100,
Eric Huang,2018-11-15 09:00:07,,1120,,23843180433040316,,100,
Eric Huang,2018-11-15 09:00:06,,859,,23843180433010316,,100,
Eric Huang,2018-11-15 09:00:06,,34677,,23843180433020316,,331,
Eric Huang,2018-11-15 09:00:05,,255764,,23843180433030316,,255,
Eric Huang,2018-11-15 09:00:07,9,,,23843180433000316,4,,
Eric Huang,2018-11-15 09:00:07,6,,,23843180433040316,5,,
Eric Huang,2018-11-15 09:00:06,5,,,23843180433010316,4,,
Eric Huang,2018-11-15 09:00:05,12,,,23843180432970316,15,,
Eric Huang,2018-11-15 09:00:05,3,,,23843180433060316,6,,
蘇俊霖,2018-11-15 08:53:44,,331,,23843180433020316,,33188,
蘇俊霖,2018-11-15 08:53:33,,255,,23843180433030316,,255279,
Eric Huang,2018-11-15 03:20:08,,255279,,23843180433030316,,359422,
Eric Huang,2018-11-15 03:20:08,8,,,23843180433030316,1242,,
Eric Huang,2018-11-15 03:10:04,,33188,,23843180433020316,,33596,
Eric Huang,2018-11-15 03:10:05,11,,,23843180433070316,20,,
Eric Huang,2018-11-15 03:10:05,4,,,23843180433010316,1,,
Eric Huang,2018-11-15 03:10:05,6,,,23843180433060316,2,,
Eric Huang,2018-11-15 03:10:06,15,,,23843180432970316,7,,
Eric Huang,2018-11-15 03:10:06,4,,,23843180433000316,3,,
Eric Huang,2018-11-15 03:10:06,5,,,23843180433040316,2,,
Eric Huang,2018-11-15 03:00:06,,359422,,23843180433030316,,122,
Eric Huang,2018-11-15 03:00:06,1242,,,23843180433030316,12,,
蘇俊霖,2018-11-15 02:46:40,,122,,23843180433030316,,359422,
蘇俊霖,2018-11-15 02:46:40,12,,,23843180433030316,1242,,
Eric Huang,2018-11-15 02:30:06,,359422,,23843180433030316,,351392,
Eric Huang,2018-11-15 02:30:06,1242,,,23843180433030316,1147,,
Eric Huang,2018-11-15 02:20:09,,351392,,23843180433030316,,304973,
Eric Huang,2018-11-15 02:20:09,1147,,,23843180433030316,1059,,
Eric Huang,2018-11-15 02:10:08,,33596,,23843180433020316,,33121,
Eric Huang,2018-11-15 02:10:10,2,,,23843180433040316,6,,
Eric Huang,2018-11-15 02:10:08,3,,,23843180433000316,6,,
Eric Huang,2018-11-15 02:10:07,1,,,23843180433010316,6,,
Eric Huang,2018-11-15 02:10:06,2,,,23843180433060316,6,,
Eric Huang,2018-11-15 02:00:07,,304973,,23843180433030316,,301122,
Eric Huang,2018-11-15 02:00:07,1059,,,23843180433030316,978,,
Eric Huang,2018-11-15 01:50:07,,301122,,23843180433030316,,297579,
Eric Huang,2018-11-15 01:50:07,978,,,23843180433030316,903,,
Eric Huang,2018-11-15 01:30:08,,297579,,23843180433030316,,294292,
Eric Huang,2018-11-15 01:30:08,903,,,23843180433030316,834,,
Eric Huang,2018-11-15 01:20:07,,294292,,23843180433030316,,284276,
Eric Huang,2018-11-15 01:20:07,834,,,23843180433030316,770,,
Eric Huang,2018-11-15 01:10:07,,33121,,23843180433020316,,33167,
Eric Huang,2018-11-15 01:10:05,6,,,23843180433010316,8,,
Eric Huang,2018-11-15 01:10:05,6,,,23843180433060316,3,,
Eric Huang,2018-11-15 01:10:07,6,,,23843180433000316,5,,
Eric Huang,2018-11-15 01:10:05,7,,,23843180432970316,4,,
Eric Huang,2018-11-15 01:10:07,6,,,23843180433040316,1,,
Eric Huang,2018-11-15 01:00:06,,284276,,23843180433030316,,282033,
Eric Huang,2018-11-15 01:00:06,770,,,23843180433030316,711,,
Eric Huang,2018-11-15 00:50:07,,282033,,23843180433030316,,279957,
Eric Huang,2018-11-15 00:50:07,711,,,23843180433030316,657,,
Eric Huang,2018-11-15 00:30:10,,279957,,23843180433030316,,278047,
Eric Huang,2018-11-15 00:30:10,657,,,23843180433030316,607,,
Eric Huang,2018-11-15 00:20:07,,278047,,23843180433030316,,286530,
Eric Huang,2018-11-15 00:20:07,607,,,23843180433030316,561,,
Eric Huang,2018-11-15 00:10:07,,33167,,23843180433020316,,33255,
Eric Huang,2018-11-15 00:10:06,3,,,23843180433060316,4,,
Eric Huang,2018-11-15 00:10:06,8,,,23843180433010316,3,,
Eric Huang,2018-11-15 00:10:07,5,,,23843180433000316,6,,
Eric Huang,2018-11-15 00:10:07,1,,,23843180433040316,5,,
Eric Huang,2018-11-15 00:00:08,,286530,,23843180433030316,,284137,
Eric Huang,2018-11-15 00:00:08,561,,,23843180433030316,518,,
Eric Huang,2018-11-14 23:50:09,,284137,,23843180433030316,,281929,
Eric Huang,2018-11-14 23:50:09,518,,,23843180433030316,479,,
Eric Huang,2018-11-14 23:30:07,,281929,,23843180433030316,,279843,
Eric Huang,2018-11-14 23:30:07,479,,,23843180433030316,443,,
Eric Huang,2018-11-14 23:20:07,,279843,,23843180433030316,,269663,
Eric Huang,2018-11-14 23:20:07,443,,,23843180433030316,409,,
Eric Huang,2018-11-14 23:10:07,,33255,,23843180433020316,,33030,
Eric Huang,2018-11-14 23:10:06,6,,,23843180433000316,5,,
Eric Huang,2018-11-14 23:10:06,4,,,23843180433060316,5,,
Eric Huang,2018-11-14 23:00:07,,269663,,23843180433030316,,268519,
Eric Huang,2018-11-14 23:00:07,409,,,23843180433030316,378,,
Eric Huang,2018-11-14 22:50:07,,268519,,23843180433030316,,267494,
Eric Huang,2018-11-14 22:50:07,378,,,23843180433030316,349,,
Eric Huang,2018-11-14 22:30:09,,267494,,23843180433030316,,266547,
Eric Huang,2018-11-14 22:30:09,349,,,23843180433030316,323,,
Eric Huang,2018-11-14 22:20:09,,266547,,23843180433030316,,275964,
Eric Huang,2018-11-14 22:20:09,323,,,23843180433030316,299,,
Eric Huang,2018-11-14 22:10:05,,33030,,23843180433020316,,33053,
Eric Huang,2018-11-14 22:00:05,,275964,,23843180433030316,,274350,
Eric Huang,2018-11-14 22:00:05,299,,,23843180433030316,276,,
Eric Huang,2018-11-14 21:50:05,,274350,,23843180433030316,,272889,
Eric Huang,2018-11-14 21:50:05,276,,,23843180433030316,255,,
Eric Huang,2018-11-14 21:30:06,,272889,,23843180433030316,,271506,
Eric Huang,2018-11-14 21:30:06,255,,,23843180433030316,236,,
Eric Huang,2018-11-14 21:20:05,,271506,,23843180433030316,,265406,
Eric Huang,2018-11-14 21:20:05,236,,,23843180433030316,218,,
Eric Huang,2018-11-14 21:10:05,,33053,,23843180433020316,,33072,
Eric Huang,2018-11-14 21:10:05,4,,,23843180432970316,18,,
Eric Huang,2018-11-14 21:10:04,3,,,23843180433010316,2,,
Eric Huang,2018-11-14 21:00:05,,265406,,23843180433030316,,264614,
Eric Huang,2018-11-14 21:00:05,218,,,23843180433030316,202,,
Eric Huang,2018-11-14 20:50:05,,264614,,23843180433030316,,263876,
Eric Huang,2018-11-14 20:50:05,202,,,23843180433030316,187,,
Eric Huang,2018-11-14 20:30:07,,263876,,23843180433030316,,263190,
Eric Huang,2018-11-14 20:30:07,187,,,23843180433030316,173,,
Eric Huang,2018-11-14 20:20:06,,263190,,23843180433030316,,262557,
Eric Huang,2018-11-14 20:20:06,173,,,23843180433030316,160,,
Eric Huang,2018-11-14 20:10:06,,262557,,23843180433030316,,263582,
Eric Huang,2018-11-14 20:10:06,,33072,,23843180433020316,,33055,
Eric Huang,2018-11-14 20:10:07,18,,,23843180432970316,1,,
Eric Huang,2018-11-14 20:10:07,5,,,23843180433000316,3,,
Eric Huang,2018-11-14 20:10:08,5,,,23843180433040316,2,,
Eric Huang,2018-11-14 20:10:06,160,,,23843180433030316,148,,
Eric Huang,2018-11-14 20:10:06,5,,,23843180433060316,3,,
Eric Huang,2018-11-14 20:00:06,,263582,,23843180433030316,,262938,
Eric Huang,2018-11-14 20:00:06,148,,,23843180433030316,137,,
Eric Huang,2018-11-14 19:50:05,,262938,,23843180433030316,,262358,
Eric Huang,2018-11-14 19:50:05,137,,,23843180433030316,127,,
Eric Huang,2018-11-14 19:40:08,,262358,,23843180433030316,,261778,
Eric Huang,2018-11-14 19:40:08,127,,,23843180433030316,118,,
Eric Huang,2018-11-14 19:30:05,,261778,,23843180433030316,,261262,
Eric Huang,2018-11-14 19:30:05,118,,,23843180433030316,109,,
Eric Huang,2018-11-14 19:20:05,,261262,,23843180433030316,,260811,
Eric Huang,2018-11-14 19:20:06,3,,,23843180433060316,5,,
Eric Huang,2018-11-14 19:20:05,109,,,23843180433030316,101,,
Eric Huang,2018-11-14 19:10:10,,260811,,23843180433030316,,282944,
Eric Huang,2018-11-14 19:10:10,,33055,,23843180433020316,,33887,
Eric Huang,2018-11-14 19:10:11,,100,,23843180432970316,,15340630,
Eric Huang,2018-11-14 19:10:10,101,,,23843180433030316,94,,
Eric Huang,2018-11-14 19:10:17,2,,,23843180433040316,5,,
Eric Huang,2018-11-14 19:10:11,1,,,23843180432970316,25790,,
Eric Huang,2018-11-14 19:10:12,3,,,23843180433000316,20,,
Eric Huang,2018-11-14 18:00:08,20,,,23843180433000316,18,,
Eric Huang,2018-11-14 17:50:07,18,,,23843180433000316,16,,
Eric Huang,2018-11-14 17:40:07,16,,,23843180433000316,14,,
Eric Huang,2018-11-14 17:30:07,14,,,23843180433000316,12,,
Eric Huang,2018-11-14 17:20:06,12,,,23843180433000316,11,,
Eric Huang,2018-11-14 17:10:11,11,,,23843180433000316,10,,
Eric Huang,2018-11-14 17:00:08,10,,,23843180433000316,9,,
Eric Huang,2018-11-14 16:50:06,9,,,23843180433000316,8,,
Eric Huang,2018-11-14 16:40:07,8,,,23843180433000316,7,,
Eric Huang,2018-11-14 16:30:07,7,,,23843180433000316,6,,
Eric Huang,2018-11-14 16:20:07,6,,,23843180433000316,5,,
Eric Huang,2018-11-14 16:10:06,5,,,23843180433000316,4,,
Eric Huang,2018-11-14 16:08:05,,,Inactive,23843180432940316,,,Active
Eric Huang,2018-11-14 16:05:04,,,Active,23843180432940316,,,Inactive
Eric Huang,2018-11-14 16:00:05,,33887,,23843180433020316,,32802,
Eric Huang,2018-11-14 16:00:05,,282944,,23843180433030316,,254752,
Eric Huang,2018-11-14 16:00:05,94,,,23843180433030316,87,,
Facebook,2018-11-14 16:00:25,,,Active,23843176728600316,,,Inactive
Eric Huang,2018-11-14 15:50:04,,32802,,23843180433020316,,31717,
Eric Huang,2018-11-14 15:50:04,,254752,,23843180433030316,,228504,
Eric Huang,2018-11-14 15:50:04,87,,,23843180433030316,81,,
Eric Huang,2018-11-14 15:30:06,,31717,,23843180433020316,,30632,
Eric Huang,2018-11-14 15:30:06,,228504,,23843180433030316,,204201,
Eric Huang,2018-11-14 15:30:06,81,,,23843180433030316,75,,
Eric Huang,2018-11-14 15:20:04,,204201,,23843180433030316,,181518,
Eric Huang,2018-11-14 15:20:05,,30632,,23843180433020316,,29547,
Eric Huang,2018-11-14 15:20:06,,15340630,,23843180432970316,,8698851,
Eric Huang,2018-11-14 15:20:06,25790,,,23843180432970316,17812,,
Eric Huang,2018-11-14 15:20:04,75,,,23843180433030316,70,,
Eric Huang,2018-11-14 15:10:07,2,,,23843180433010316,5,,
Eric Huang,2018-11-14 15:10:07,4,,,23843180433000316,5,,
Eric Huang,2018-11-14 15:00:07,,29547,,23843180433020316,,28600,
Eric Huang,2018-11-14 15:00:07,,8698851,,23843180432970316,,6262712,
Eric Huang,2018-11-14 15:00:07,,181518,,23843180433030316,,167263,
Eric Huang,2018-11-14 15:00:07,70,,,23843180433030316,65,,
Eric Huang,2018-11-14 15:00:07,17812,,,23843180432970316,12302,,
Eric Huang,2018-11-14 14:50:06,,6262712,,23843180432970316,,4580069,
Eric Huang,2018-11-14 14:50:05,,28600,,23843180433020316,,27653,
Eric Huang,2018-11-14 14:50:05,,167263,,23843180433030316,,154105,
Eric Huang,2018-11-14 14:50:06,12302,,,23843180432970316,8497,,
Eric Huang,2018-11-14 14:50:05,65,,,23843180433030316,60,,
Eric Huang,2018-11-14 14:30:05,,154105,,23843180433030316,,141824,
Eric Huang,2018-11-14 14:30:06,,4580069,,23843180432970316,,3417844,
Eric Huang,2018-11-14 14:30:06,,27653,,23843180433020316,,26706,
Eric Huang,2018-11-14 14:30:05,60,,,23843180433030316,56,,
Eric Huang,2018-11-14 14:30:06,8497,,,23843180432970316,5869,,
Eric Huang,2018-11-14 14:20:07,,3417844,,23843180432970316,,2615039,
Eric Huang,2018-11-14 14:20:06,,26706,,23843180433020316,,25759,
Eric Huang,2018-11-14 14:20:04,,141824,,23843180433030316,,130420,
Eric Huang,2018-11-14 14:20:07,5869,,,23843180432970316,4054,,
Eric Huang,2018-11-14 14:20:04,56,,,23843180433030316,52,,
Eric Huang,2018-11-14 14:10:08,5,,,23843180433040316,2,,
Eric Huang,2018-11-14 14:10:07,5,,,23843180433000316,2,,
Eric Huang,2018-11-14 14:10:06,5,,,23843180433010316,2,,
Eric Huang,2018-11-14 14:10:06,5,,,23843180433060316,2,,
Eric Huang,2018-11-14 14:00:07,,25759,,23843180433020316,,23236,
Eric Huang,2018-11-14 14:00:06,,130420,,23843180433030316,,113883,
Eric Huang,2018-11-14 14:00:08,,2615039,,23843180432970316,,1855050,
Eric Huang,2018-11-14 14:00:08,4054,,,23843180432970316,2800,,
Eric Huang,2018-11-14 14:00:06,52,,,23843180433030316,48,,
Eric Huang,2018-11-14 13:50:06,,23236,,23843180433020316,,20713,
Eric Huang,2018-11-14 13:50:05,,1855050,,23843180432970316,,1330115,
Eric Huang,2018-11-14 13:50:05,,113883,,23843180433030316,,98380,
Eric Huang,2018-11-14 13:50:05,2800,,,23843180432970316,1934,,
Eric Huang,2018-11-14 13:50:05,48,,,23843180433030316,45,,
Eric Huang,2018-11-14 13:30:07,,1330115,,23843180432970316,,967492,
Eric Huang,2018-11-14 13:30:06,,20713,,23843180433020316,,18190,
Eric Huang,2018-11-14 13:30:06,,98380,,23843180433030316,,83910,
Eric Huang,2018-11-14 13:30:07,1934,,,23843180432970316,1336,,
Eric Huang,2018-11-14 13:30:06,45,,,23843180433030316,42,,
Eric Huang,2018-11-14 13:20:06,,967492,,23843180432970316,,716967,
Eric Huang,2018-11-14 13:20:04,,83910,,23843180433030316,,70474,
Eric Huang,2018-11-14 13:20:04,,18190,,23843180433020316,,15667,
Eric Huang,2018-11-14 13:20:06,1336,,,23843180432970316,923,,
Eric Huang,2018-11-14 13:20:04,42,,,23843180433030316,39,,
Eric Huang,2018-11-14 13:10:05,,15667,,23843180433020316,,13144,
Eric Huang,2018-11-14 13:00:09,,70474,,23843180433030316,,57872,
Eric Huang,2018-11-14 13:00:07,,716967,,23843180432970316,,462212,
Eric Huang,2018-11-14 13:00:09,39,,,23843180433030316,36,,
Eric Huang,2018-11-14 13:00:07,923,,,23843180432970316,638,,
Eric Huang,2018-11-14 12:50:06,,462212,,23843180432970316,,286120,
Eric Huang,2018-11-14 12:50:04,,13144,,23843180433020316,,10834,
Eric Huang,2018-11-14 12:50:04,,57872,,23843180433030316,,45970,
Eric Huang,2018-11-14 12:50:06,638,,,23843180432970316,441,,
Eric Huang,2018-11-14 12:50:04,36,,,23843180433030316,34,,
Eric Huang,2018-11-14 12:30:07,,45970,,23843180433030316,,34769,
Eric Huang,2018-11-14 12:30:08,,286120,,23843180432970316,,164333,
Eric Huang,2018-11-14 12:30:08,,10834,,23843180433020316,,8524,
Eric Huang,2018-11-14 12:30:08,441,,,23843180432970316,305,,
Eric Huang,2018-11-14 12:30:07,34,,,23843180433030316,32,,
Eric Huang,2018-11-14 12:20:07,,164333,,23843180432970316,,80081,
Eric Huang,2018-11-14 12:20:05,,8524,,23843180433020316,,6214,
Eric Huang,2018-11-14 12:20:05,,34769,,23843180433030316,,24268,
Eric Huang,2018-11-14 12:20:07,305,,,23843180432970316,211,,
Eric Huang,2018-11-14 12:20:05,32,,,23843180433030316,30,,
Eric Huang,2018-11-14 12:10:06,,6214,,23843180433020316,,3904,
Eric Huang,2018-11-14 12:10:07,,80081,,23843180432970316,,21783,
Eric Huang,2018-11-14 12:10:06,,24268,,23843180433030316,,14467,
Eric Huang,2018-11-14 12:10:06,30,,,23843180433030316,28,,
Eric Huang,2018-11-14 12:10:05,2,,,23843180433010316,3,,
Eric Huang,2018-11-14 12:10:07,2,,,23843180433000316,6,,
Eric Huang,2018-11-14 12:10:07,211,,,23843180432970316,146,,
Eric Huang,2018-11-14 12:10:07,2,,,23843180433060316,6,,
Eric Huang,2018-11-14 12:10:09,2,,,23843180433040316,5,,
Eric Huang,2018-11-14 12:00:09,,21783,,23843180432970316,,14359,
Eric Huang,2018-11-14 12:00:08,,3904,,23843180433020316,,3270,
Eric Huang,2018-11-14 12:00:08,,14467,,23843180433030316,,11720,
Eric Huang,2018-11-14 12:00:09,146,,,23843180432970316,101,,
Eric Huang,2018-11-14 12:00:08,28,,,23843180433030316,26,,
Eric Huang,2018-11-14 11:50:06,,14359,,23843180432970316,,9214,
Eric Huang,2018-11-14 11:50:06,,3270,,23843180433020316,,2636,
Eric Huang,2018-11-14 11:50:06,,11720,,23843180433030316,,9185,
Eric Huang,2018-11-14 11:50:06,101,,,23843180432970316,70,,
Eric Huang,2018-11-14 11:50:06,26,,,23843180433030316,24,,
Eric Huang,2018-11-14 11:40:05,,9185,,23843180433030316,,6755,
Eric Huang,2018-11-14 11:40:06,,2636,,23843180433020316,,2002,
Eric Huang,2018-11-14 11:40:07,,9214,,23843180432970316,,5612,
Eric Huang,2018-11-14 11:40:07,70,,,23843180432970316,49,,
Eric Huang,2018-11-14 11:40:05,24,,,23843180433030316,23,,
Eric Huang,2018-11-14 11:30:07,,5612,,23843180432970316,,3113,
Eric Huang,2018-11-14 11:30:05,,2002,,23843180433020316,,1368,
